date,new_confirmed,category_value,category_label,Tweet_date,Tweet,Tweet Prediction
10-06-2020,472,63,Increase the spread of COVID19,09-06-2020, Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT CDCemergency Its natural to experience many emotions during COVID19 Getting help can assist you in finding ways to cope with these RT SurgeonGeneral DYK COVID19 can present in a variety of ways includingFever chillsCoughShortness of breathFatigueMuscle bo RT CDCDirector With COVID19 people have taken measures to protect the vulnerable like wearing cloth face coverings and social distancin Frontline staff in longterm care facilities are taking action to protect residents families and fellow staff from COVID19 Thank you for following CDC guidance and protecting vulnerable Americans   While the percentage of certified deaths related to COVID19 is still above the epidemic threshold it is now similar to what has been observed at the peak of some flu seasons Learn more  The latest CDC COVIDView report shows that the proportion of death certificates coded as being related to COVID19 decreased for the sixth week from 137 for the week ending May 23 to 84 for the week ending May 30  Among young adult US service members on an aircraft carrier tested during a COVID19 outbreak nearly 1 out of 5 infected service members showed no symptoms Wearing cloth face coverings and social distancing may help reduce the spread of COVID19   Practice social distancing by putting space between yourself and others Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if youre sick to help slow the spread of COVID19 Learn more   If you have an upcoming essential trip into Canada reduce your wait times and limit contact by downloading the ArriveCan app COVID19   Government of Canada to fund pilot projects with ASRSQ1962 CAEFS JohnHowardCan NAACJ and StLeonardsCan to support their work for the safe reintegration of offenders under community supervision during COVID19  RT StatCaneng What are Canadians perceptions of crime and personal safety in the context of COVID19 Find out with our new crowdsourci,1
12-06-2020,413,8,Increase the spread of COVID19,11-06-2020, RT SurgeonGeneral DYK Washing your hands is one of the best ways to help stop the spread of COVID19 Here are 5 things to know about RT CDCDirector theNCI issued two requests for applications RFAs for its Serological Sciences Network COVID19 projects Join the pre Scientists do not know if having antibodies to the virus that causes COVID19 can protect someone from getting infected again or how long protection may last If you test positive continue to take preventive measures to protect yourself amp others More   Office building employers building owners and managers and building operations specialists can create a COVID19 workplace health and safety plan to help protect workers and clients Learn more   RT SurgeonGeneral Do you have questions about COVID19 Find answers to commonly asked questions at   RT DeputyPMCanada Guidance from the CCOHS is available to help workplaces prevent the spread of COVID19 and reopen for business For a RT cybercentreca We continue to see an increase of COVID19 phishing campaigns and malware scamsLearn how to spot malicious emai RT CPHOCanada As more services reopen across Canada many workers are returning to new environments and practices for control of COVID1 Thank you to all first responders who are on the front lines keeping Canadians safe and secure ThankYouThursday COVID19 ,2
13-06-2020,467,54,Increase the spread of COVID19,12-06-2020, RT CitImmCanada Protect yourself from immigration fraud and COVID19 misinformationFor the most accurate and recent updates on travel Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland discussed continued efforts to address the impacts of COVID19 with premiers  The latest CDC COVIDView report shows that after declining for several weeks the percentage of people testing positive nationally for COVID19 increased slightly compared to last week CDC will continue to monitor this indicator   The coming weeks could see a possible increase of COVID19 cases as states reopen Its too soon to tell if this will happen but CDC is working closely with state health departments to monitor activity Learn more about COVID19   Employers Antibody tests for COVID19 should not be used to determine if someone can return to work There is not enough information yet to say whether someone will be immune and protected from reinfection if they have antibodies to the virus More   Its time to slow the spread of COVID19 Health departments communicate the importance of contact tracing with your communities CDC has a toolkit to help   As of June 8 forecasts suggest the total number of COVID19 deaths will exceed 124000 by July 4 Additionally 6 states will likely see the number of new deaths reported between June 8 and July 4 exceed the number reported over the last 4 weeks   A May survey of public attitudes behaviors amp beliefs regarding COVID19 recommendations found widespread support of stayathome orders amp nonessential business closures Most participants also reported adhering to public health guidelines See CDCMMWR   CDC recommends using an EPAregistered household disinfectant to protect against the virus that causes COVID19 Visit the EPAs website for a list of products that meet EPAs criteria for use against the virus See List N   RT CDCemergency Do you know a new or expectant parent Reach out and offer support during COVID19 while maintaining social distance Fin RT rcmpgrcpolice The RCMP urges boaters to stay safe during the COVID19 pandemic Comply with the current public health orders and avoi RT CPHOCanada 19 COVID19 key concerns in  Today in lieu of a daily inperson update to the media I have issued a statement you ca RT CitImmCanada Protect yourself from immigration fraud and COVID19 misinformationFor the most accurate and recent updates on travel Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities   RT TravelGoC If you are outside of Canada read our tips to stay safe     COVID19  RT GovCanHealth Just because youre young and healthy doesnt mean that youre immune to COVID19 Watch Matts story about his experien RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  COVID19 Situ,0
17-06-2020,386,66,Increase the spread of COVID19,16-06-2020, Today Prime Minister Justin Trudeau discussed the latest developments in the COVID19 pandemic with the President of Angola Joo Loureno Read a summary of the call here  RT AAFCCanada COVID19 caused challenges to Canadas food system 50M is available to help organizations manage and redistribute surplu Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT CDCDirector NEW COVID19 information is available to help you decide whether to go out and what precautions to take if you do includi Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   Restaurants and Bars Use CDCs new tips such as staggered shifts amp modified job duties for people at higher risk for severe illness to maintain healthy operations during the COVID19 outbreak More tips   Take simple daily precautions to help prevent the spread of respiratory illnesses like COVID19 Learn how to protect yourself from COVID19   Practice social distancing by putting space between yourself and others Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if youre sick to help slow the spread of COVID19 Learn more   Parents During COVID19 wellchild visits are especially important for children under 2 Schedule your childs routine visit so the healthcare provider can check your childs development amp provide recommended vaccines Learn more   RT fema If you are struggling with stress or mental health concerns due to COVID19 or after a disaster there is help availableThe d Home may not be a safe place for everyone As we are staying home and practicing PhysicalDistancing know that you are not alone If you fear for your safety or the safety of a family member call 911 or your local police COVID19   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  COVID19 Situ RT GovCanHealth Masks hygiene workplace stress CCOHS is your onestopshop for all the latest COVID19 workplace health and safety,2
19-06-2020,409,42,Increase the spread of COVID19,18-06-2020, To help protect our families and communities from the virus the Government of Canada announced the creation of a nationwide mobile app to notify Canadians if theyve been exposed to COVID19 Learn more   RT DigitalCDN 12 Earlier today CanadianPM announced GovCanHealths new secure digital tool to help prevent the spread of COVID19 RT GCIndigenous Many Indigenous businesses have been affected due to COVID19 Businesses can now apply for support through their local RT DeputyPMCanada If your business or organization is looking to buy or sell personal protective equipment during COVID19 check out th Today Prime Minister Justin Trudeau announced the upcoming launch of a new nationwide mobile app to provide notifications of exposure to COVID19 across Canada Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  As of June 15 forecasts suggest the number of COVID19 deaths will continue to slow nationally with 129000 to 145000 deaths by July 11 However 9 states are likely to report more deaths in the next 4 weeks than the previous 4 weeks   HCPs Its important to have inperson newborn visits to assess health of mom and baby  Talk with parents about the increased stress of having a new baby during the COVID19 pandemic Know the symptoms of COVID19 in children   Protect yourself amp help reduce the spread of COVID19 at events amp gatherings wear a cloth face covering if able wash hands with soap amp water and avoid touching your face amp sharing items Monitor yourself for symptoms after the event For more tips see   RT CDCDirector Great to have SecAzar visit CDC this week to discuss our wholeofgovernment approach to COVID19 CDCgov has been and w Youth and summer camp administrators CDC has the tools and information to help you protect campers staff amp communities and prevent the spread of COVID19 Post signs in easily seen areas to promote protective measures More tips here   RT DeputyPMCanada If your business or organization is looking to buy or sell personal protective equipment during COVID19 check out th Min Blair had a productive conversation with FiveEyes partners on the impact of COVID19 on key areas of shared concern Countering hostile state activityDisinformationChild sexual exploitation amp abuseCybercrime and encryption  A big ThankYouThursday to the Government Operations Centre staff whove been working tirelessly on the COVID19 pandemic response to keep us safe We are grateful for your dedication in keeping Canadians informed throughout this challenging time NPSW  ,2
23-06-2020,326,26,Increase the spread of COVID19,22-06-2020, Today Prime Minister Justin Trudeau spoke with the President of the EUCommission Ursula vonderLeyen to discuss COVID19 Read a summary of the call here  This morning Prime Minister Justin Trudeau updated Canadians on support and investments in Canadian businesses Watch his full remarks here  COVID19 RT FinanceCanada We have announced a range of measures to support Canadian businesses and help them retain their workers during COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Youth and summer camp administrators CDC has tips to help you be prepared if staff or campers get sick with COVID19 Remember sick staff and campers should stay home Learn more about preventing the spread of COVID19 at camp   HCP Protect yourself and others from COVID19 by following these facemask dos and donts Learn more   After COVID19 was declared a national emergency emergency dept visits for lifethreatening conditions declined If you experience chest pain loss of motor function altered mental status or other lifethreatening issues seek immediate care CDCMMWR   This weeks COVIDView reports early indications that levels of COVID19 illnesses while still low may be increasing slightly in parts of the United States Hospitalization rates and deaths are still trending down Learn more   RT CitImmCanada Keep informed about how COVID19 travel restrictions and exemptions are affecting immigration refugees citizenship and RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt Is your family shopping online more because of COVID19 Lean how to protect yourself  ,2
25-06-2020,380,101,Increase the spread of COVID19,24-06-2020, RT AAFCCanada We can help CdnAg food processing facilities improve worker health and safety during and beyond COVID19 Learn more abou As of June 23 More than 23 million COVID19 cases have been reported in the US with 40 states and jurisdictions reporting more than 10000 cases See how many cases have been reported in your state or county here   Institutes of Higher Education Use CDCs new tips for maintaining healthy operations during the COVID19 outbreak such as using flexible work or learning sites staggering schedules and increasing routine cleaning and disinfecting More tips   HCP Protect yourselves and others from COVID19 by safely putting on and taking off disposable respirators Learn more   Spread of the virus that causes COVID19 during and after a college spring break trip to Mexico led to an outbreak that resulted in 64 confirmed cases Learn how a university and public health department worked together to control the outbreak in CDCMMWR   Please join CDC Emergency Partners Information Connection EPIC today at 4 pm ET for a special webinar about reducing risk from COVID19 while engaging daily life celebrating the Fourth of July participating in social activities and returning to work   RT CDCGlobal Refugees face unique challenges upon resettlement in the US including a higher risk of contracting COVID19 Learn more abo Happy StJeanBaptisteDay to everyone celebrating This year practise PhysicalDistancing and celebrate with loved ones virtually StayHomeSaveLives COVID19  RT Transportgc To protect Canadians and help prevent air travel from being a source for the spread of COVID19 we will be requiring tem RT CPHOCanada 33 AVOID or strictly limit time in COVID19 risk settings like CLOSED SPACES with poor ventilation  CROWDED PLACES with RT CPHOCanada 13 2 Rules for the long game of COVID19 controlRULE 1 BE AWARE of the risks for exposure so you can make informed de RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update  ,1
27-06-2020,238,66,Increase the spread of COVID19,26-06-2020, When the pandemic started BigRigBrewery had to close their doors With the Canada Emergency Wage Subsidy they were able to hire back almost all of their staff Learn more about the supports available for businesses like this one during COVID19   RT CDSGC The Government of Canada is building an exposure notification app to help stop the spread of COVID19  RT GovCanHealth COVID19 can make anyone sick but older Canadians may face a higher risk of serious complications Find resources and ti RT DeputyPMCanada If you are a Canadian business affected by COVID19 you may be eligible for the Canada Emergency Wage Subsidy Lear Yesterday Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland discussed continued efforts to address the impacts of COVID19 with Canadas provincial and territorial premiers Read a summary of the call here  The latest CDC COVIDView shows indicators used to track COVID19 illness are rising  of ppl testing positive amp seeking care in a medical setting but increases in indicators that track serious illness hospitalizations amp deaths have not yet been seen   Protect yourself amp others from COVID19 while camping Wear a cloth face covering in public places like restrooms amp picnic areas at campsites amp on trails Keep at least 6 feet of physical distance between yourself amp others amp frequently wash your hands   If you think or know you have COVID19 and had symptoms stay home and away from other people Learn more about CDCs recommendations about when you can be around others   Are you or a loved one living with underlying medical conditions  or taking care of someone who is Learn how you can reduce your and their risk of infection from COVID19   RT CDCGlobal The COVID19 pandemic is impacting the fight for an AIDSfree generation CDCgov and PEPFAR remain dedicated to both respo FiveEyes partners met on June 17 to discuss the impact of COVID19 on areas of national security Read more on areas of collaboration here  GoC amp redcrosscanada are working together to ensure federal support for Quebec longterm care facilities COVID19  RT StatCaneng How much do Canadians trust each other during the COVID19 pandemic Approximately 37000 Canadians completed our online RT rcmpgrcpolice The RCMP would like to remind boaters that travel between  and the  is still restricted due to COVID19 We will co RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID RT GovCanHealth COVID19 can affect people of all ages Even if you are young and healthy symptoms can be severe Watch Matts story abo,2
29-06-2020,668,450,Increase the spread of COVID19,28-06-2020, Protect yourself and your family from sepsis If you have these signs and symptoms get medical care immediately Healthcare providers can follow local and CDC guidance to keep you safe during the COVID19 pandemic   Planning on having some backyard BBQs Know the difference between heat cramps heat exhaustion and heat stroke Read our safety tips on how to stay cool this summer while PhysicalDistancing   COVID19 ,0
02-07-2020,567,567,Increase the spread of COVID19,01-07-2020, RT SurgeonGeneral There are steps we can all take to prevent the spread of COVID19 and protect ourselves and our loved ones  https RT CDCDirector CDC is closely monitoring COVID19 case increases with 48 bootsontheground teams across the US We are working with sta As of June 30 More than 25 million COVID19 cases have been reported in the US with 40 states and jurisdictions reporting more than 10000 cases See how many cases have been reported in your state or county here   HCPs mothers who were unable to initiate breastfeeding in the hospital due to COVID19 may still be able to lactate amp breastfeed with help Learn more about supporting families with relactation   If you plan to use rideshares or taxis protect yourself amp others from COVID19 during your ride Wear a cloth face covering as able and practice hand hygiene when leaving the vehicle AND when you arrive at your destination More tips   Repeated laboratory testing combined with infection prevention control interventions likely contributed to decreases in COVID19 spread in 26 Detroit skilled nursing facilities Read more in CDCMMWR   RT CDCGlobal As the world responds to COVID19 it is essential to ensure continuity of care for patients living with HIV CDCgov and  RT NIOSH New CDCgov checklist helps agricultural employers create a COVID19 assessment and control plan to protect workers and help slo Happy Canada Day  Festivities will look a little different because of COVID19 and PhysicalDistancing but we can still celebrate Canada together  virtually OhCanada VirtualCanadaDay  ,1
06-07-2020,399,180,Increase the spread of COVID19,05-07-2020, Take simple daily precautions to help prevent the spread of respiratory illnesses like COVID19 Learn how to protect yourself from COVID19  ,2
08-07-2020,267,35,Increase the spread of COVID19,07-07-2020, RT SafetyCanada There is a lot of information out there about COVID19 get the facts straightFollow GovCanHealth and CPHOCanadaVi As of July 6 In the last 7 days 9 states have reported more than 10000 new COVID19 cases Wear cloth face coverings keep 6ft between yourself and others and wash your hands often Interested in data from your state See the COVID Data Tracker   The latest CDC COVIDView report shows that COVID19 activity remains below the peaks seen in March and April but is increasing in several parts of the country Find out if COVID19 activity is increasing in your area   RT CDCDirector In close residential settings such as psychiatric facilities promptly identifying COVID19 cases amp applying adapted infec COVID19 can spread from people to animals through close contact Take steps to keep your pet safe from COVID19   SocialDistancing is one of the best tools to avoid being exposed to COVID19 To help SlowTheSpread of COVID19 keep key times in mind for when to SocialDistance Learn more   Over 16000 workers in meat and poultry processing facilities in 23 states were infected with COVID19 in April and May Learn more about infections among workers at meat and poultry processing facilities and steps facilities can take to slow the spread   If you travel take these steps to protect yourself amp others from COVID19 during your trip   RT CDCDirector CDC recommends using an EPAregistered household disinfectant to protect against the virus that causes COVID19 Visit the RT GovCanHealth Essentialworkers entering  Dont forget to continually monitor your health for signs and symptoms of COVID19 and fol RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 2975711 people for COVID19 w an average 3 positive overall Over the past w There is a lot of information out there about COVID19 get the facts straightFollow GovCanHealth and CPHOCanadaVisit  Download GoCs app   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,1
09-07-2020,371,104,Increase the spread of COVID19,08-07-2020, To better understand the impacts of COVID19 on our economy the Minister of FinanceCanada Bill Morneau presented an economic and fiscal snapshot earlier today Read it here   RT FinanceCanada NOW LIVE Minister Morneau presents the Economic and Fiscal Snapshot to Canadians  COVID19 Eco Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Parliament Hill in Ottawa  As of July 7 Almost 3 million COVID19 cases have been reported in the United States The number of cases continue to increase with larger increases in the Southeast Southwest and West Coast See how many cases have been reported in your state   In some situations COVID19 can spread from people to animals If you are sick avoid contact with your pet to keep them healthy There is no need to surrender your pet if you are sick  Learn more about pets   DYK Increased stress can lead to increases in alcohol amp substance use If you or someone you care about is starting to use alcohol or other substances or is increasing their use during the COVID19 pandemic see these resources   It is common to feel more stress during the COVID19 pandemic Use these CDC tips and resources to take care of your loved ones mental health and your own  MinorityMentalHealth MentalHealthAwareness  Q How do I clean fruits and vegetables during COVID19A  Do NOT wash produce with soap disinfectant or any other chemical Rinse fruits and vegetables under cold running tap water Scrub uncut firm produce with a clean brush  If youve been in close contact with a person who has COVID19 a public health worker may call to let you know youve been exposed Answer the call to SlowTheSpread Learn what happens during contact tracing   RT CDCDirector Teachers amp School Staff We are not defenseless against COVID19 Once your school reopens remind students to Wash han RT CDCEnvironment Q How do I clean fruits and vegetables during COVID19A    Do NOT wash produce with soap disinfectant or any ot RT GovCanHealth To help reduce the spread of COVID19 clean surfaces often but do it safely Read and follow the instructions on the lab Get the facts on nonmedical masks and face coveringsLearn how to protect others the appropriate uses and limitations  COVID19  RT GovCanHealth As new evidence emerges on the early epidemiology of COVID19 Canada is adapting its methods for finding cases and prev RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,1
12-07-2020,244,23,Increase the spread of COVID19,11-07-2020, Public Health Professionals Need COVID19 resources for sharing Check out CDCs OneStop Shop for COVID19 Resources that range from youth sports to travel   Contact tracing is essential to slowing the spread of COVID19 If you have COVID19 public health workers wont reveal your identity to your close contacts even if they ask Help SlowTheSpread of COVID19   Grieving the loss of a loved one while limiting social interaction is particularly difficult Find ways to care for yourself and cope with stress while dealing with grief  COVID19 grief  Beware of unsolicited emails and texts about COVID19 Dont click on links or attachments sent from an unknown sender For more tips follow cybercentreca  ,2
13-07-2020,565,321,Increase the spread of COVID19,12-07-2020, Focus on good nutrition as a part of selfcare during the COVID19 pandemic Certain vitamins amp minerals may have effects on how the immune system works to fight off infections amp inflammation You can obtain these nutrients through food Learn more   You can help slow the spread of COVID19 Practice socialdistancing Keep at least six feet of physical distance between yourself and others Wear a cloth face covering when in public More tips at   Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities  ,0
15-07-2020,341,10,Increase the spread of COVID19,14-07-2020, RT WomenCanada COVID19 has impacted Canadas most vulnerable Read the Economic and Fiscal Snapshot to learn how the GC applies a GBA RT AAFCCanada The CdnAg sector is strong but COVID19 is causing challenges We are here to help For information on the support avail RT NIOSH Workplaces can present unique challenges for COVID19 public health investigations CDCgov created a toolkit to help state and Everyone reacts differently to stressful situations Finding ways to practice selfcare can help reduce your stress during the COVID19 pandemic Find ways to cope with stress   We realized that there were people out there who needed COVID19 tests says Cynthia Ogden who leads a team at CDCs National Health amp Nutrition Examination Survey NHANES The team turned laboratory vehicles into mobile COVID19 testing sites More   New CDCMMWR report shows how face coverings can help prevent COVID19 2 hair stylists with COVID19 exposed over 100 clients All wore face coverings and no clients were known to be infected with COVID19 Learn more   New report from CDCMMWR describes factors associated with use of cloth face coverings and higher rates of use in May compared to April Wearing cloth face coverings continues to be recommended to help slow the spread of COVID19 Read more   Changes in food availability in some communities due to the COVID19 pandemic may limit availability of fresh food Find tips on purchasing canned and packaged goods and more about COVID19 and nutrition for health   RT CDCGlobal Healthcare workers Join CDCgov on 716 Thursday at 8am EDT for the latest COVID19 Infection and Prevention Control Global RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 3257608 people for COVID19 w an average 3 positive overall Over the past w RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID Protect yourself against COVID19 scams Be wary of questionable offers deceptive ads online and unsolicited texts emails or calls If something seems too good to be true it probably isFor more info  ,2
16-07-2020,437,96,Increase the spread of COVID19,15-07-2020, RT CDCtravel Staying home is the best way to slow the spread of COVID19 It can be hard to remain apart from loved ones during challengi RT CDCDirector The latest COVIDView report from CDCgov shows the percentage of people testing positive for COVID19 decreased nationall HCPs COCA Call on Thursday July 16th at 2pm ET can also be found on Zoom Topic Clinical Management of Multisystem Inflammatory Syndrome in Children MISC Associated with Coronavirus Disease 2019 COVID19 Learn more   CDC and Google remind you that wearing cloth face coverings in public settings can help SlowTheSpread of COVID19 Learn more about cloth face coverings   COVID19 spreads mainly among people who are in close contact with one another less than 6 ft Wear a cloth face covering in public settings amp when around people not living in your household especially when social distancing is difficult to maintain   RT StatCaneng How is the COVID19 pandemic affecting crossborder and international travel to Canada Check out our new data to find out RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID RT GovCanHealth As provinces and territories start reopening their economies we must all act responsibly to reduce the spread of COVID,2
19-07-2020,339,9,Increase the spread of COVID19,18-07-2020, Dr Dana MeaneyDelman was a part of the emergency responses to Zika and the Ebola outbreak Read her experience as she helped take on COVID19   RT CDCemergency Wondering how you can do your daily activities safely while protecting yourself and your loved ones from COVID19 To hel Get the facts about masks and protect yourself and others from COVID19 Learn how to safely use a nonmedical mask  ,2
20-07-2020,786,447,Increase the spread of COVID19,19-07-2020, To help SlowTheSpread of COVID19 keep key times in mind for when to clean and sanitize toys amp games in your childcare facility Learn more  ,2
24-07-2020,534,102,Increase the spread of COVID19,23-07-2020, RT CPHOCanada Just because COVID19 restrictions may be lifting in your community doesnt mean we can let go of our proven and effective RT FinanceCanada COVID19 has further highlighted existing challenges facing Indigenous peoples particularly in remote areas So far we RT CDCDirector Together we can open schools safely This fall school may look different in some communities bc of COVID19  as face m RT SurgeonGeneral We all have a role to play in preventing the spread of COVID19 and protecting those around us COVIDStopsWithMe  htt COVID19 presents unique challenges for returning to school this fall New guidance is available to help school administrators and parents take steps to protect the health of their families students and school staff Learn more here   New forecasts show the US will likely report more COVID19 deaths in the next 4 weeks than in the previous 4 weeks This includes an increase in deaths in 25 states amp 1 US territory Between 160000 amp 175000 total deaths are expected by Aug 15 See more   Do you have questions about COVID19 Find answers to your questions on the updated FAQ page   A new study in CDCMMWR estimated that in over 3000 counties roughly half 47 of residents had one of five underlying conditions associated with higher risk of severe illness from COVID19 Learn more   TB program staff across the US are responding to the COVID19 pandemic A new report in CDCMMWR examines the early impact of COVID19 on state and local TB program activities   RT CPHOCanada Just because COVID19 restrictions may be lifting in your community doesnt mean we can let go of our proven and effective RT csiscanada You might picture spies in trench coats but in todays reality theyre wearing lab coats With COVID19 and a surge of inno RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   Thank you to healthcare and frontline workers for your tireless efforts to FlattenTheCurve COVID19 ThankYouThursday  RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,2
26-07-2020,355,5,Increase the spread of COVID19,25-07-2020, DYK CDCs OneStop Shop for COVID19 Resources has a section for communicating with people ages 1521 Find those tools here   The response is complex But every day I walk away from the Emergency Operations Center amazed at what our incredible staff can accomplish says Dr Dana MeaneyDelman a former principal deputy incident manager for the COVID19 response More   RT CDCGlobal Even if countries are under restrictions due to COVID19 people with HIV must continue to receive their medication Learn RT CDCemergency Cover your cough COVID19 spreads through respiratory droplets when an infected person coughs sneezes or talks Additio,2
27-07-2020,686,331,Increase the spread of COVID19,26-07-2020, Going to a cooling center to beat the heat this summer Follow these tips to protect yourself from COVID19  Practice social distancing Wear a cloth face covering for people 2 years old Wash your hands often or use sanitizer w gt60 alcohol  Social distancing to reduce the spread of COVID19 may increase the risk of domestic and family violence as more time is spent in the home Find resources on how to stay safe  ,0
29-07-2020,412,15,Increase the spread of COVID19,28-07-2020, RT SurgeonGeneral There are actions we can all take to protect ourselves and our loved ones and prevent the spread of COVID19 COVIDS Cloth face coverings may help prevent the spread of COVID19 when they are widely used in public settings When you wear a face covering you help protect those around you When others wear one they help protect people around them including you   Pooled testing is a strategy that can be used to test multiple people for COVID19 with a single test which can help conserve testing materials Watch to see how pooled testing works   HCPs Today at 2pm ET call in to COCA Call Topic Coronavirus Disease 2019 COVID19 and Diabetes The Importance of Prevention Management and Support Learn more about the event at  COVID19  RT NIOSH Do you own a business Do you have questions about COVID19 in the workplace Our new FAQs can help Find answers to frequently RT CanBorder Teamwork is key to s fight against COVID19 DidYouKnow different Government of Canada departments play their specific amp Face mask tips COVID19Wear a mask when you go out and when PhysicalDistancing is not possibleMasks should cover both nose and mouthKeep the mask clean and dry  RT GovCanHealth All COVID19 tests must be performed by a health care professionalat home sample collection test kits or home test kits,2
31-07-2020,513,120,Increase the spread of COVID19,30-07-2020, RT FinanceCanada Looking for financial help during COVID19  Complete the online questionnaire for a list of benefits that may help in y RT Transportgc We are continuing to update and implement new transportationrelated measures due to COVID19 To keep up to date check Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with provincial and territorial premiers to discuss their shared response to the COVID19 pandemic Read a summary of the call here  RT CDCemergency Handwashing is one of the best ways to protect yourself amp your family from getting sick with COVID19 Learn when amp how y RT CDCDirector COVID19 is the most significant public health challenge to face our nation in more than a century Help protect your fami Longstanding inequities have put racial and ethnic minority groups at a higher risk for COVID19 Learn what we can do to ensure all people have the chance to be as healthy as possible See CDCs COVID19 HealthEquity Strategy   RT SurgeonGeneral DYK Pooled testing is a strategy that can be used to test multiple people for COVID19 with a single test which can RT CDCDirector Its important to take care of yourself while taking steps to slow the spread COVID19 Contact your healthcare provider i No clear increase in COVID19 cases hospitalizations or deaths after the April 7 election in Milwaukee suggesting possible benefit of state efforts to expand absentee and curbside voting and other safety efforts by MKEhealth and DHSWI Read CDCMMWR   New CDCMMWR details how NYCHealthy used the citys immunization registry to identify unvaccinated children amp ensure they received vaccines they missed due to the COVID19 pandemic Learn more   CMSGov amp CDCgov announce that reimbursement is available to physicians amp health care providers to counsel patients at the time of COVID19 testing about the importance of selfisolation while awaiting the test results   RT NIOSH Protect construction workers against COVID19 Actively encourage sick employees to stay home and provide training on proper ha RT CDCemergency When you wear a cloth face covering you help protect those around you from COVID19 Help keep each other safe by contin RT CDCtravel If you travel take these steps to protect yourself amp others from COVID19 during your trip  https RT CPHOCanada 15 COVID19 key concerns in  Today in lieu of a daily inperson update to the media I have issued a Thursday stateme RT csecst Watch out for COVID19 phishing scams Be wary of some of the information being circulated via social media or that you may re RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,0
04-08-2020,761,614,Increase the spread of COVID19,03-08-2020, RT CDCDirector Face masks are a powerful weapon against COVID19 Wear them to protect the vulnerable and slow the spread of this virus HCPs Attend the next COCA call Tuesday Aug 4 at 2pm ET via Zoom Topic COVID19 amp Telehealth Implementation Stories from the Field Learn more  COVID19  Take steps to keep your friends and family safe when visiting those at higher risk for severe illness from COVID19 Learn more at   The latest CDC COVIDView report shows the percentage of deaths attributed to COVID19 increased between June 27 and July 11 This is the first multiweek increase reported since midApril However this indicator has since been on the decline   Learn how MEPublicHealth enhanced their contact tracing efforts by using an innovative tool to efficiently monitor contacts of COVID19 patients in a new CDCMMWR report   Health equity is when everyone has the opportunity to be as healthy as possible We must address longstanding inequities that put some racial and ethnic groups at a higher risk for COVID19 Learn about CDCs COVID19 HealthEquity Strategy   If youre finding it difficult to cope during COVID19 check out GovCanHealths Wellness Together Canada portal for support tools amp resources available to you ,1
